Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
51.68.5.144,170010,/zqwMagicBean:2.1.2/,851562,5,1591019744,1591019789.859
47.93.17.158,170011,/MagicBean:3.0.0/,349158,5,1591021999,1591021999.542
193.70.38.148,170010,/MagicBean:2.1.2-3/,851596,5,1591022605,1591022605.548
107.191.35.66,170011,/MagicBean:3.0.0/,851613,5,1591023955,1591023955.998
193.70.38.148,170010,/MagicBean:2.1.2-3/,851614,5,1591024389,1591024390.023
3.21.163.242,170011,/MagicBean:3.0.0/,851614,5,1591024460,1591024460.344
193.70.38.148,170010,/MagicBean:2.1.2-3/,851636,5,1591025795,1591025795.627
193.70.38.148,170010,/MagicBean:2.1.2-3/,851702,5,1591030523,1591030523.234
51.79.57.29,170011,/MagicBean:3.0.0/,851728,5,1591033388,1591033388.357
47.254.69.198,170011,/MagicBean:3.0.0/,851744,5,1591033406,1591033406.720
78.27.139.13,170011,/MagicBean:3.0.0/,851747,5,1591033561,1591033561.692
193.70.38.148,170010,/MagicBean:2.1.2-3/,851875,5,1591043109,1591043110.047
74.213.232.247,170011,/MagicBean:3.0.0/,851911,5,1591046168,1591046170.815
193.70.38.148,170010,/MagicBean:2.1.2-3/,851917,5,1591046526,1591046526.332
193.70.38.148,170010,/MagicBean:2.1.2-3/,851925,5,1591047248,1591047248.199
212.158.160.111,170011,/MagicBean:3.0.0/,851937,5,1591048369,1591048369.175
193.70.38.148,170010,/MagicBean:2.1.2-3/,851956,5,1591049677,1591049677.676
217.71.218.198,170011,/MagicBean:3.0.0/,852099,5,1591059941,1591059941.497
193.70.38.148,170010,/MagicBean:2.1.2-3/,852111,5,1591061488,1591061488.446
193.70.38.148,170010,/MagicBean:2.1.2-3/,852120,5,1591062334,1591062334.816
193.70.38.148,170010,/MagicBean:2.1.2-3/,852133,5,1591063024,1591063024.489
51.68.5.144,170010,/zqwMagicBean:2.1.2/,852142,5,1591063689,1591063735.896
193.70.38.148,170010,/MagicBean:2.1.2-3/,852143,5,1591063879,1591063879.986
47.93.17.158,170011,/MagicBean:3.0.0/,852171,5,1591065757,1591065757.252
193.70.38.148,170010,/MagicBean:2.1.2-3/,852179,5,1591066274,1591066274.466
193.70.38.148,170010,/MagicBean:2.1.2-3/,852189,5,1591067002,1591067002.342
162.14.4.106,170011,/MagicBean:3.0.0/,852216,5,1591069051,1591069051.619
47.252.87.61,170011,/MagicBean:3.0.0/,852233,5,1591069956,1591069956.438
142.4.209.60,170010,/MagicBean:2.1.2-3/,852260,5,1591072428,1591072429.043
193.70.38.148,170010,/MagicBean:2.1.2-3/,852265,5,1591073025,1591073025.060
193.70.38.148,170010,/MagicBean:2.1.2-3/,852278,5,1591073794,1591073794.323
3.22.79.18,170011,/MagicBean:3.0.0/,852290,5,1591074434,1591074434.221
193.70.38.148,170010,/MagicBean:2.1.2-3/,852292,5,1591074519,1591074519.324
167.172.43.123,170009,/MagicBean:2.1.0-1/,58968,5,1591075207,1591075207.839
