block_hash,mumbai_min,mumbai_max,mumbai_prop_time,virginia_min,virginia_max,virginia_prop_time,london_min,london_max,london_prop_time,africa_min,africa_max,africa_prop_time,Height,global_min,global_max,global_prop_time
0000000000dc7ccfad9c1e7ff6b5940633a54072b8d118d369f98490d3283302,1590697555.42,1590697833.012,277.5920000076294,1590697555.2870002,1590697557.5310001,2.24399995803833,1590697555.369,1590697556.059,0.690000057220459,1590697555.43,1590697556.0679998,0.6379997730255127,847292.0,1590697555.2870002,1590697833.012,277.72499990463257
000000000044f1d6fc6d6633710d97253b235812589e92c5d7aa564f8414f008,1590697618.855,1590697833.012,214.15700006484985,1590697618.813,1590697620.967,2.1540000438690186,1590697618.795,1590697620.198,1.4029998779296875,1590697618.961,1590697620.115,1.1540000438690186,847293.0,1590697618.795,1590697833.012,214.2170000076294
00000000013d6a6774c913fd7396c5155fdc6ba74387d8bc8af4c1ae29ba96bc,1590697655.941,1590697833.012,177.07100009918213,1590697655.9589999,1590697657.688,1.7290000915527344,1590697655.941,1590697657.645,1.7039999961853027,1590697656.0670002,1590697656.804,0.7369997501373291,847294.0,1590697655.941,1590697833.012,177.07100009918213
00000000003d480584a888c703c34a90306af8bffba2bc9149e5ac6a030dc52e,1590697663.6420002,1590697833.012,169.36999988555908,1590697663.5279999,1590697669.224,5.696000099182129,1590697663.599,1590697668.9589999,5.359999895095825,1590697663.669,1590697669.293,5.624000072479248,847295.0,1590697663.5279999,1590697833.012,169.48400020599365
0000000000ae1e40ba55f0036a5ceb702bceb2497567aa290eab463c9ded846a,1590697703.018,1590697833.012,129.9940001964569,1590697703.0270002,1590697704.764,1.736999750137329,1590697703.002,1590697704.721,1.7189998626708984,1590697703.008,1590697704.496,1.4880001544952393,847296.0,1590697703.002,1590697833.012,130.00999999046326
00000000005c8b5fb8df21f56e0ff15b7e1b7cff87340d3c7b6ecb5929c89424,1590697722.7489998,1590697833.012,110.26300024986267,1590697722.694,1590697723.926,1.2320001125335693,1590697722.681,1590697723.88,1.1990001201629639,1590697722.815,1590697725.7410002,2.9260001182556152,847297.0,1590697722.681,1590697833.012,110.33100008964539
000000000145c3fa8727d7ac97bc542b4a301e6c8c3d084fa07df7adfa570700,1590697738.075,1590697833.012,94.93700003623962,1590697737.956,1590697739.586,1.6299998760223389,1590697738.029,1590697739.543,1.5139999389648438,1590697738.0879998,1590697739.2429998,1.1549999713897705,847298.0,1590697737.956,1590697833.012,95.05599999427795
000000000041bb13c7b655240c3cef065d620658f815ade3f2529eed522a2283,1590697841.857,1590697859.137,17.27999997138977,1590697841.857,1590697844.066,2.2089998722076416,1590697841.841,1590697844.101,2.259999990463257,1590697841.926,1590697845.105,3.178999900817871,847299.0,1590697841.841,1590697859.137,17.296000003814697
00000000004a3997490ea053b262726b02e119f34ad189b263288db1507d6b3e,1590697847.707,1590697859.137,11.430000066757202,1590697847.6720002,1590697849.813,2.1409997940063477,1590697847.657,1590697849.8479998,2.190999746322632,1590697847.736,1590697849.939,2.2029998302459717,847300.0,1590697847.657,1590697859.137,11.480000019073486
00000000018b9a3f388147b03953ced1e78a3f6782278567f403c7b63dfd211c,1590697958.373,1590697964.407,6.0340001583099365,1590697958.2879999,1590697961.6660001,3.378000259399414,1590697958.27,1590697958.796,0.5260000228881836,1590697958.45,1590697959.451,1.000999927520752,847301.0,1590697958.27,1590697964.407,6.13700008392334
000000000065015552b2dee8b53126028f2b900a813c6cc36316fde3a48de792,1590698118.512,1590698126.5170002,8.005000114440918,1590698118.43,1590698122.23,3.799999952316284,1590698118.471,1590698122.4320002,3.9610002040863037,1590698118.421,1590698119.387,0.9660000801086426,847302.0,1590698118.421,1590698126.5170002,8.09600019454956
00000000020b332a3fd116d52e73f1d46c5f45a9fe95a7653c22dde7e25eccdc,1590698204.471,1590698211.429,6.95799994468689,1590698204.3379998,1590698206.269,1.9310002326965332,1590698204.4520001,1590698207.8379998,3.3859996795654297,1590698204.4420002,1590698206.356,1.9139997959136963,847303.0,1590698204.3379998,1590698211.429,7.091000080108643
00000000011fe01f96633d8a5553f635e07c450830f97f63410a4c54226ede29,1590698218.744,1590698224.0870001,5.343000173568726,1590698218.6279998,1590698220.0779998,1.4500000476837158,1590698218.611,1590698220.039,1.4279999732971191,1590698218.833,1590698219.804,0.9709999561309814,847304.0,1590698218.611,1590698224.0870001,5.476000070571899
000000000119168f6acf40e420f78dc691664b415bd562a39f0646975819c3d3,1590698296.107,1590698297.592,1.4849998950958252,1590698295.975,1590698301.5110002,5.5360002517700195,1590698296.072,1590698297.551,1.4790000915527344,1590698296.1260002,1590698297.49,1.363999843597412,847305.0,1590698295.975,1590698301.5110002,5.5360002517700195
00000000013e962fefc88018df128095139eef9d7292b35f169ecb603b713376,1590698321.9889998,1590698329.779,7.7900002002716064,1590698322.0070002,1590698336.5579998,14.550999641418457,1590698321.9970002,1590698326.022,4.0249998569488525,1590698321.94,1590698326.092,4.1519999504089355,847306.0,1590698321.94,1590698336.5579998,14.617999792098999
0000000000f6e1c5cb0883db813c47f37da0c4bb011935aad622a722efc7da56,1590698329.52,1590698330.965,1.4449999332427979,1590698329.4689999,1590698336.831,7.362000226974487,1590698329.4520001,1590698330.836,1.3839998245239258,1590698329.617,1590698330.312,0.6949999332427979,847307.0,1590698329.4520001,1590698336.831,7.378999948501587
00000000017f6f733a829d4e149ecd9b414beceaca766d017d3f1b1f5c2a2aaa,1590698737.756,1590698922.954,185.19799995422363,1590698737.393,1590698742.295,4.902000188827515,1590698737.716,1590699214.3639998,476.64799976348877,1590698737.516,1590698741.98,4.46399998664856,847308.0,1590698737.393,1590699214.3639998,476.970999956131
000000000147113e80d2d8f34d6a6abf214021e90f6a97199d598d6e3295ee45,1590698762.61,1590698922.954,160.34400010108948,1590698762.5370002,1590698763.056,0.5189998149871826,1590698762.6560001,1590699214.3639998,451.7079997062683,1590698762.736,1590698764.27,1.5339999198913574,847309.0,1590698762.5370002,1590699214.3639998,451.82699966430664
00000000001146a935454843e9a16908b26e04c4fde572cec65a4fabe2ede52f,1590698780.5170002,1590698923.586,143.06899976730347,1590698780.399,1590698784.245,3.8459999561309814,1590698780.3960001,1590699214.3639998,433.96799969673157,1590698780.543,1590698785.425,4.881999969482422,847310.0,1590698780.3960001,1590699214.3639998,433.96799969673157
0000000000f7dc87da85c320c3500bfbf5cc954f7fdffb6f5ab5a12fc1cfd48c,1590699040.793,1590699049.611,8.818000078201294,1590699040.6929998,1590699041.687,0.9940001964569092,1590699040.736,1590699214.3639998,173.62799978256226,1590699040.793,1590699044.887,4.0940001010894775,847311.0,1590699040.6929998,1590699214.3639998,173.6710000038147
0000000000f74a99f7d4515a49b81b9fe05064b7b292a88f5fe7b39dcc5fa90b,1590699361.2810001,1590699364.3,3.0189998149871826,1590699361.157,1590699364.7610002,3.6040000915527344,1590699361.2120001,1590699362.589,1.376999855041504,1590699361.13,1590699364.144,3.0139999389648438,847312.0,1590699361.13,1590699364.7610002,3.63100004196167
0000000000cd43c325e0729e1fb9b95e8eac594bc83cb419b1de50782c1a0c72,1590699477.391,1590699477.984,0.5929999351501465,1590699477.325,1590699478.881,1.555999994277954,1590699477.3379998,1590699478.842,1.504000186920166,1590699477.394,1590699478.024,0.6299998760223389,847313.0,1590699477.325,1590699478.881,1.555999994277954
