Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
51.68.5.144,170010,/zqwMagicBean:2.1.2/,853900,5,1591195674,1591195676.134
62.210.91.14,170010,/zqwMagicBean:2.1.2/,853907,5,1591196043,1591196043.230
185.202.0.37,170011,/zqwMagicBean:3.0.0/,853907,5,1591196094,1591196093.029
78.129.149.90,170010,/zqwMagicBean:2.1.2/,853907,5,1591196125,1591196140.577
70.133.240.10,170010,/zqwMagicBean:2.1.2/,853911,5,1591197047,1591197047.523
167.172.43.123,170009,/MagicBean:2.1.0-1/,11876,5,1591203768,1591203768.119
191.91.4.34,170011,/zqwMagicBean:3.0.0/,39734,5,1591212225,1591212228.941
104.248.40.226,170010,/MagicBean:2.1.2/,854142,5,1591214280,1591214280.248
82.64.17.18,170011,/MagicBean:3.0.0(bitcore)/,854282,5,1591224865,1591224865.263
212.158.160.111,170011,/MagicBean:3.0.0/,854292,5,1591225562,1591225562.452
13.58.24.131,170011,/MagicBean:3.0.0/,854358,5,1591230408,1591230408.981
13.57.173.210,170011,/MagicBean:3.0.0/,854392,5,1591232867,1591232867.568
206.189.122.11,170010,/MagicBean:2.1.2/,854406,5,1591234704,1591234704.849
119.23.30.242,170011,/MagicBean:3.0.0/,18629,5,1591235589,1591235589.829
54.193.222.15,170011,/MagicBean:3.0.0/,854428,5,1591236563,1591236563.556
51.68.5.144,170010,/zqwMagicBean:2.1.2/,854486,5,1591240249,1591240256.933
118.244.204.223,170011,/MagicBean:3.0.0/,854496,5,1591240653,1591240653.197
