Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
118.24.175.14,170009,/MagicBean:2.1.1-1/,847515,5,1590714683,1590714683.284
84.213.4.115,170010,/MagicBean:2.1.2-3/,847516,5,1590714969,1590714970.039
163.172.89.154,170009,/MagicBean:2.1.1-1/,847524,5,1590715497,1590715497.227
3.15.223.4,170009,/MagicBean:2.1.1-1/,847530,5,1590715797,1590715797.912
118.244.204.223,170010,/MagicBean:2.1.2-1/,847541,5,1590716331,1590716331.260
192.99.230.93,170009,/MagicBean:2.1.1-1/,847542,5,1590716371,1590716371.348
47.198.214.50,170011,/MagicBean:3.0.0/,847548,5,1590716935,1590716936.218
18.222.216.71,170009,/MagicBean:2.1.1-1/,847551,5,1590717036,1590717036.185
138.201.244.90,170011,/MagicBean:3.0.0/,847554,5,1590717251,1590717251.739
198.187.30.208,170009,/MagicBean:2.1.1-1/,847558,5,1590717663,1590717662.044
178.63.71.183,170009,/MagicBean:2.1.1-1/,847560,5,1590718484,1590718484.586
162.217.231.179,170010,/MagicBean:2.1.2/,847562,5,1590718669,1590718669.499
47.57.153.116,170010,/MagicBean:2.1.2-3/,847570,5,1590719427,1590719427.980
3.18.104.231,170009,/MagicBean:2.1.1-1/,847614,5,1590722023,1590722023.428
47.100.175.51,170009,/MagicBean:2.1.1-1/,847616,5,1590722345,1590722345.842
173.255.198.125,170010,/MagicBean:2.1.2-3/,847621,5,1590722646,1590722646.556
24.5.47.53,170009,/MagicBean:2.1.1-1/,847622,5,1590722720,1590722721.076
164.132.122.137,170010,/MagicBean:2.1.2/,847622,5,1590722826,1590722826.945
80.84.57.38,170009,/MagicBean:2.1.1-1/,847640,5,1590723788,1590723788.704
35.173.127.89,170009,/MagicBean:2.1.1-1(bitcore)/,847641,5,1590723990,1590723990.325
178.62.222.98,170009,/MagicBean:2.1.1-1/,847644,5,1590724583,1590724583.370
64.137.174.58,170009,/MagicBean:2.1.1-1/,847661,5,1590725485,1590725488.697
139.99.68.66,170010,/MagicBean:2.1.2-3/,847675,5,1590726714,1590726715.040
78.27.139.13,170011,/MagicBean:3.0.0/,847678,5,1590726933,1590726933.532
89.234.183.220,170009,/MagicBean:2.1.1-1/,847696,5,1590728591,1590728591.997
193.42.110.30,170011,/MagicBean:3.0.0/,847705,5,1590729476,1590729476.542
194.135.81.61,170009,/MagicBean:2.1.1-1/,847710,5,1590729976,1590729976.111
195.154.199.185,170010,/MagicBean:2.1.2/,847782,5,1590735326,1590735327.005
142.93.53.185,170010,/MagicBean:2.1.2-3/,847791,5,1590735845,1590735845.740
167.172.43.123,170009,/MagicBean:2.1.0-1/,261733,5,1590755926,1590755926.688
94.130.125.125,170010,/MagicBean:2.1.2/,848058,5,1590755939,1590755939.168
88.99.37.232,170011,/MagicBean:3.0.0/,848059,5,1590756008,1590756008.963
35.246.238.163,170011,/MagicBean:3.0.0/,848061,5,1590756724,1590756724.144
35.198.119.137,170011,/MagicBean:3.0.0/,848061,5,1590756817,1590756817.788
34.87.37.112,170011,/MagicBean:3.0.0/,848062,5,1590756954,1590756955.028
81.2.80.52,170010,/MagicBean:2.1.2/,848063,5,1590757068,1590757068.095
34.66.191.95,170011,/MagicBean:3.0.0/,848063,5,1590757116,1590757116.544
213.227.145.69,170010,/MagicBean:2.1.2-3/,848077,5,1590757877,1590757877.814
13.231.145.68,170011,/MagicBean:3.0.0/,848079,5,1590757970,1590757971.144
47.94.251.211,170011,/MagicBean:3.0.0/,848084,5,1590758261,1590758261.893
3.112.252.179,170010,/MagicBean:2.1.2-3/,848091,5,1590758588,1590758588.371
52.194.192.91,170010,/MagicBean:2.1.2-3/,848107,5,1590759688,1590759688.437
66.70.180.144,170011,/MagicBean:3.0.0/,848111,5,1590759924,1590759924.740
47.254.179.213,170011,/MagicBean:3.0.0/,848119,5,1590760332,1590760332.275
213.239.201.46,170011,/MagicBean:3.0.0/,848144,5,1590762217,1590762217.172
46.165.221.209,170010,/MagicBean:2.1.2-3/,848162,5,1590763809,1590763809.641
80.84.57.38,170010,/MagicBean:2.1.2-3/,848167,5,1590764076,1590764076.768
94.156.174.100,170011,/MagicBean:3.0.0/,848176,5,1590764775,1590764775.266
51.68.5.144,170010,/zqwMagicBean:2.1.2/,848195,5,1590765899,1590765969.859
194.135.81.61,170011,/MagicBean:3.0.0/,848197,5,1590766091,1590766091.370
47.92.134.60,170010,/MagicBean:2.1.2-1/,848213,5,1590767402,1590767402.381
5.9.7.62,170011,/MagicBean:3.0.0/,848231,5,1590768349,1590768349.549
51.79.57.29,170010,/MagicBean:2.1.2-3/,848250,5,1590770314,1590770314.695
116.202.100.25,170010,/MagicBean:2.1.2(bitcore)/,848262,5,1590771462,1590771462.730
104.195.200.141,170010,/MagicBean:2.1.2/,848269,5,1590771798,1590771798.216
3.91.227.122,170011,/MagicBean:3.0.0(bitcore)/,848301,5,1590773246,1590773246.198
88.208.3.195,170011,/MagicBean:3.0.0/,848301,5,1590773248,1590773248.568
35.173.127.89,170011,/MagicBean:3.0.0(bitcore)/,848303,5,1590773414,1590773414.756
51.75.146.76,170010,/MagicBean:2.1.2-3/,848320,5,1590775755,1590775756.044
3.92.199.184,170011,/MagicBean:3.0.0(bitcore)/,848365,5,1590778487,1590778487.396
212.158.160.111,170009,/MagicBean:2.1.1-1/,64498,5,1590781007,1590781007.360
